Title,Type,Description,Level,Duration,Rating,Review Count,Skills Covered,Prerequisites,Affiliates,URL
Full Stack Foundations,free,Learn the fundamentals of back-end web development by creating your own web application from the ground up using the iterative development process.,intermediate,3 Weeks,,,"Flask, CRUD, Model-View-Controller, Python, Object-relational Mapping",,Amazon Web Services,https://www.udacity.com/course/full-stack-foundations--ud088
High Performance Computer Architecture,free,"The HPCA course covers performance measurement, pipelining, and improved parallelism through various means.",advanced,,,,"Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures",,Georgia Institute of Technology,https://www.udacity.com/course/high-performance-computer-architecture--ud007
AutoLayout,free,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs.",intermediate,6 Days,,,"Design, UI, Stack Views, Constraints",,,https://www.udacity.com/course/auto-layout--ud1026
Kotlin Bootcamp for Programmers,free,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,intermediate,2 Weeks,,,Android Development,,Google,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011
Shell Workshop,free,"This course is intended to get you up to speed on the shell — using a terminal, managing files and directories, and running command-line programs.",beginner,1 Day,,,Unix-style command-line environment,,,https://www.udacity.com/course/shell-workshop--ud206
Core ML: Machine Learning for iOS,free,Learn how to use Apple's Core ML framework to build iOS apps with intelligent new features.,intermediate,1 Week,,,"iOS, Image Classification, Core ML",,,https://www.udacity.com/course/core-ml--ud1038
Statistics,free,We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.,beginner,4 Months,,,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression",,San Jose State University,https://www.udacity.com/course/statistics--st095
Intro to Theoretical Computer Science,free,Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.,intermediate,2 Months,,,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems",,,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313
Design of Computer Programs,free,"Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.",advanced,2 Months,,,"Computer Program Design, Python, Design Process",,,https://www.udacity.com/course/design-of-computer-programs--cs212
Data Wrangling with MongoDB,free,"Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need.",intermediate,2 Months,,,"Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB",,MongoDB,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032
Swift for Developers,free,Get a quick practical introduction to Swift programming basics and build your first iOS app!,beginner,7 Days,,,"Variables and Constants, Strings, Control Flow, Functions",,,https://www.udacity.com/course/swift-for-developers--ud1025
Firebase in a Weekend: Android,free,This course will teach you when and why to choose Firebase as a backend for your Android application.,intermediate,2 Days,,,Android Development,,Google,https://www.udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352
Software Debugging,free,In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.,intermediate,2 Months,,,"Debugging, Python, Automated Debugging",,,https://www.udacity.com/course/software-debugging--cs259
Deploying a Hadoop Cluster,free,Deploy your own Hadoop cluster to crunch some big data!,intermediate,3 Weeks,,,"Data Analysis, Hadoop, MapReduce",,,https://www.udacity.com/course/deploying-a-hadoop-cluster--ud1000
Server-Side Swift,free,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to use Swift as a server-side language for building end-to-end applications.",intermediate,2 Weeks,,,"Swift Package Manager, MySQL, Docker, Terraform, Microservices",,,https://www.udacity.com/course/server-side-swift--ud1031
Networking for Web Developers,free,You've used the Internet. Now find out more about how it works.,beginner,2 Weeks,,,"HTTP, Domain Name System, Ping, TCP/IP stack, IP addressing",,,https://www.udacity.com/course/networking-for-web-developers--ud256
Database Systems Concepts & Design,free,This course presents an example of applying a database application development methodology to a major real-world project.,intermediate,16 Weeks,,,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection",,Georgia Institute of Technology,https://www.udacity.com/course/database-systems-concepts-design--ud150
Intro to Physics,free,"Go to the places where big physics discoveries were made in the past and make them yourself. You’ll visit Italy, the Netherlands, and the UK as you learn basic physics.",beginner,2 Months,,,"Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity",,,https://www.udacity.com/course/intro-to-physics--ph100
Intro to Relational Databases,free,Relational databases are a powerful tool used throughout the industry. Learn the basics of SQL and how to connect your Python code to a relational database.,intermediate,4 Weeks,,,"Rational databases, SQL, Python API, Python DB-API, Select and insert statements",,,https://www.udacity.com/course/intro-to-relational-databases--ud197
ES6 - JavaScript Improved,free,Learn about the changes made to the JavaScript programming language in ECMAScript 6 and how to use these new improvements to write better cleaner code.,advanced,4 Weeks,,,"JavaScript, ES6, Syntax, Functions",,,https://www.udacity.com/course/es6-javascript-improved--ud356
Mobile Design and Usability for iOS,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,,,"Product Design, Prototyping",,Facebook for Developers,https://www.udacity.com/course/mobile-design-and-usability-for-ios--ud1034
Intro to AJAX,free,"Learn how to perform asynchronous requests as you build a web app with data from Google Street View, the New York Times and Wikipedia!",intermediate,2 Weeks,,,"Asynchronous requests with JavaScript, Data APIs, Web Applications, Site Customization",,,https://www.udacity.com/course/intro-to-ajax--ud110
Intro to Algorithms,free,"This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected.",intermediate,4 Months,,,"Algorithms, Social Networks, Graph Algorithms",,,https://www.udacity.com/course/intro-to-algorithms--cs215
The MVC Pattern in Ruby,free,"In this course you’ll learn how to organize your code, and why that’s important. You’ll be using the MVC Design Pattern in the web application micro-framework Sinatra.",intermediate,1 Week,,,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",,,https://www.udacity.com/course/the-mvc-pattern-in-ruby--ud270
WeChat Mini Program Development,free,"Developed by Tencent and Udacity, this course will teach you to build your first Mini Program.",beginner,4 Weeks,,,"Ruby, Sinatra, MVC Design Pattern, Writing organized code",,WeChat,https://www.udacity.com/course/wechat-mini-programs--ud667
Asynchronous JavaScript Requests,free,Learn how to asynchronously request data in your web applications with Ajax.,intermediate,3 Weeks,,,"Asynchronous Data Retrieval, Ajax with XHR, Ajax with jQuery, Ajax with Fetch",,,https://www.udacity.com/course/asynchronous-javascript-requests--ud109
Embedded Systems,free,"This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated advanced compiler optimizations.",intermediate,16 Weeks,,,"VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing",,Georgia Institute of Technology,https://www.udacity.com/course/embedded-systems--ud169
High Performance Computing,free,"This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220",advanced,4 Months,,,"Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models",,Georgia Institute of Technology,https://www.udacity.com/course/high-performance-computing--ud281
HTTP & Web Servers,free,HTTP is the fundamental protocol of the Web. Explore how it works using Python code and command-line tools.,intermediate,1 Week,,,"HTTP, Python, Deploying services",,,https://www.udacity.com/course/http-web-servers--ud303
Advanced Android with Kotlin,free,Develop Feature-Rich Android Apps with the Kotlin Programming Language.,intermediate,2 Months,,,"Kotlin, Android",,Google,https://www.udacity.com/course/advanced-android-with-kotlin--ud940
"Computability, Complexity & Algorithms",free,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,advanced,,,,"Kotlin, Android",,Georgia Institute of Technology,https://www.udacity.com/course/computability-complexity-algorithms--ud061
Advanced Operating Systems,free,,advanced,5 Weeks,,,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems",,Georgia Institute of Technology,https://www.udacity.com/course/advanced-operating-systems--ud189
Passwordless Login Solutions for iOS,free,"In this course you'll implement Account Kit and Facebook Login side by side in a sample app, test our login flow on a series of common use cases, and wrap things up with an introduction to Facebook’s Graph API.",intermediate,1 Week,,,"Account Kit, Facebook SDK, Graph API",,Facebook for Developers,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028
Version Control with Git,free,"Learn how to use Git, a popular Version Control System and essential tool for any developer.",beginner,4 Weeks,,,"Git, Version Control, Creating a Git repo, Editing commits",,,https://www.udacity.com/course/version-control-with-git--ud123
Firebase in a Weekend: iOS,free,This course will teach you when and why to choose Firebase as a backend for your iOS application.,intermediate,2 Days,,,Android Development,,Google,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351
Intro to Point & Click App Development,free,In this short class you'll build powerful apps without writing code. Great if you're an aspiring developer or someone who wants to learn what programmers do.,beginner,1 Month,,,"Salesforce App Development, Schema Building, Data Modeling",,Salesforce,https://www.udacity.com/course/intro-to-point-click-app-development--ud162
Deploying Applications with Heroku,free,Deploy your first web application using the Heroku platform and learn about the underlying mechanics of web hosting.,intermediate,1 Week,,,"App Deployment, Heroku",,,https://www.udacity.com/course/deploying-applications-with-heroku--ud272
Applied Cryptography,free,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",advanced,2 Months,,,"Cryptography, Ciphers, Encryption",,,https://www.udacity.com/course/applied-cryptography--cs387
Java Programming Basics,free,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.",beginner,6 Weeks,,,"Java Programming, Java Syntax, Java Functions, Loops",,,https://www.udacity.com/course/java-programming-basics--ud282
C++ For Programmers,free,"This course teaches C++ to students already familiar with a programming language. Students will learn how to use header files, control flow, functions, classes.",intermediate,3 Weeks,,,"Pointers and Arrays, Control Flow, Object-Oriented Programming, C++ Templates, C++ Standard Library",,,https://www.udacity.com/course/c-for-programmers--ud210
Intro to Backend,free,Learn to build a multiuser blog with Google App Engine that permits users to sign in,intermediate,3 Weeks,,,"User Input, Producing templated output, Databases and data stores, Secure user account systems",,,https://www.udacity.com/course/intro-to-backend--ud171
Network Security,free,"This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.",intermediate,16 Weeks,,,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",,Georgia Institute of Technology,https://www.udacity.com/course/network-security--ud199
JavaScript and the DOM,free,,intermediate,4 Weeks,,,"Basic elements of cryptography,  cryptanalysis and systems security,  security research",,,https://www.udacity.com/course/javascript-and-the-dom--ud117
Firebase Analytics: Android,free,"Learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution",intermediate,2 Days,,,"Android Development, Firebase, Analytics",,Google,https://www.udacity.com/course/firebase-analytics-android--ud354
Configuring Linux Web Servers,free,,,1 Week,,,"Android Development, Firebase, Analytics",,,https://www.udacity.com/course/configuring-linux-web-servers--ud299
How to Make an iOS App,free,"Learn the process of building an app, taking your ideas from drawing board to App Store!",advanced,3 Months,,,"iOS, Ideation and Research, UI, App Store",,,https://www.udacity.com/course/how-to-make-an-ios-app--ud607
Google Maps APIs,free,This course will introduce you to the content available through the Google Maps APIs through building a real-estate listings web application step-by-step.,intermediate,2 Weeks,,,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",,Google,https://www.udacity.com/course/google-maps-apis--ud864
Passwordless Login Solutions for Android,free,,,1 Week,,,"Google Maps APIs, Static Maps, Street View imagery, monitoring API usage",,Facebook for Developers,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357
Mobile Design and Usability for Android,free,"In this course, taught in collaboration with Facebook, you'll learn how to design an intuitive, user-centered mobile app, from product conception to release.",intermediate,2 Weeks,,,"Android, Mobile Design, Usability",,Facebook for Developers,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358
iOS Design Patterns,free,"In this course, you'll explore iOS design patterns — the practical and battle-tested solutions to common problems that are used everyday by developers.",intermediate,2 Days,,,"Android, Mobile Design, Usability",,,https://www.udacity.com/course/ios-design-patterns--ud1029
Intro to Psychology,free,Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.,beginner,4 Months,,,"Pyschology, Research Methods, Biology",,San Jose State University,https://www.udacity.com/course/intro-to-psychology--ps001
Engagement & Monetization | Mobile Games,free,"You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store.",beginner,3 Weeks,,,"Game Development, Monetization, Engagement",,Amazon Appstore for Android,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407
Intro to Data Analysis,free,"Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.",beginner,6 Weeks,,,"Data Analysis, Python, numpy, pandas",,,https://www.udacity.com/course/intro-to-data-analysis--ud170
SQL for Data Analysis,free,Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,beginner,4 Weeks,,,"SQL Basics,  SQL Joins,  Data cleaning,  Aggregation",,Mode,https://www.udacity.com/course/sql-for-data-analysis--ud198
Intro to Inferential Statistics,free,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!,beginner,2 Months,,,"Inferential Statistics, Hypothesis Testing, T-tests, ANOVA",,,https://www.udacity.com/course/intro-to-inferential-statistics--ud201
Spark,free,Master how to work with big data and build machine learning models at scale using Spark!,intermediate,10 Hours,,,"Spark, SparkSQL, Spark Dataframes, Data Wrangling, Machine Learning",,Insight,https://www.udacity.com/course/learn-spark-at-udacity--ud2002
Data Analysis and Visualization,free,"This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.",intermediate,16 Weeks,,,"R, Data Analysis, Data Visualization, Regression",,Georgia Institute of Technology,https://www.udacity.com/course/data-analysis-and-visualization--ud404
Introduction to Digital Project Management,free,"This course introduces the field of digital project management, while diving into relevant career paths and what exactly those paths entail. It also covers the basic structure on which digital projects are formed.",beginner,1 Week,,,"Digital project management basics,  project management skills,   project management lifecycle",,,https://www.udacity.com/course/introduction-to-digital-project-management--ud043
Getting Started with Google Workspace,free,"Learn how to manage mail and schedules effectively. Create, manage and, share content in Google Drive and become more productive through the use of the collaboration features that are an integral and defining part of Google Workspace.",beginner,2 Months,,,"Gmail,  Google Calendar,  Google Drive,  Google Docs,  Google Slides,  Google Meet,  Google Chat,  Google Forms,  Intermediate Spreadsheet Use,  Basic Spreadsheet Use",,Google Cloud,https://www.udacity.com/course/getting-started-with-google-workspace--ud300
Rapid Prototyping,free,Learning to prototype will save you time and money in the development process. You’ll create quality apps faster and have confidence in the viability of your products.,intermediate,3 Weeks,,,"Prototyping, User Research, inVision",,Google,https://www.udacity.com/course/rapid-prototyping--ud723
Creating an Analytical Dataset,free,Learn how to prepare data to ensure the efficacy of your analysis while improving fluency in Alteryx.,beginner,2 Weeks,,,"Data Issues, Data Formatting, Data Blending",,Alteryx,https://www.udacity.com/course/creating-an-analytical-dataset--ud977
Problem Solving with Advanced Analytics,free,"Learn a scientific approach to solving problems with data, a foundational skill for anyone interested in making data driven decisions in a business context.",beginner,2 Weeks,,,Linear Regression,,Alteryx,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976
Classification Models,free,Learn how to use classification predictive models to solve business problems involving non-numeric data.,intermediate,2 Weeks,,,"Binary Classication Models, Non-Binary Classification Models",,Alteryx,https://www.udacity.com/course/classification-models--ud978
Product Design,free,"Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics.",intermediate,2 Months,,,"Product Design, Design Sprints, Ideation and Validation, UI/UX",,Google,https://www.udacity.com/course/product-design--ud509
Segmentation and Clustering,free,The Segmentation & Clustering course provides students with the knowledge to build and apply clustering models to develop sophisticated segmentation in business contexts.,intermediate,3 Weeks,,,"Variable Reduction, Clustering Models design",,,https://www.udacity.com/course/segmentation-and-clustering--ud981
Time Series Forecasting,free,The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts.,intermediate,3 Weeks,,,"Time Series Forecasting, ETS Models, ARIMA Models",,,https://www.udacity.com/course/time-series-forecasting--ud980
App Marketing,free,"This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.",intermediate,2 Weeks,,,"App Marketing, User Segmentation, Customer Acquisition",,Google,https://www.udacity.com/course/app-marketing--ud719
App Monetization,free,"Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",intermediate,1 Month,,,"Product Design, Google Analytics",,Google,https://www.udacity.com/course/app-monetization--ud518
A/B Testing for Business Analysts,free,The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making.,intermediate,3 Weeks,,,"A/B Randomized Design Tests, A/B Matched Pair Design Tests",,,https://www.udacity.com/course/ab-testing--ud979
How to Build a Startup,free,"Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs ""get out of the building"" to gather and iterate on feedback.",intermediate,1 Month,,,"Entrepreneurship, Value Proposition, Revenue Models, Customer Segments",,,https://www.udacity.com/course/how-to-build-a-startup--ep245
Get Your Startup Started,free,Acquire the know-how necessary to see your business grow towards its next milestone.,intermediate,3 Weeks,,,"Entrepreneurship, Bootstrapping",,Google,https://www.udacity.com/course/get-your-startup-started--ud806
Managing Remote Teams with Upwork,free,Bring your remote-teams to the next level with hands-on skills to manage your remote workforce effectively.,beginner,1 Hour,,,"Team Management, Workforce Training, Business Strategy, Agile Management, Remote Work",,Upwork,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942
Oracle Autonomous Database Administration,free,"Dive into the fundamentals of autonomous databases. Explore the process of planning, implementing, and deploying an Oracle Autonomous Database, the first and only autonomous database service in the cloud.",beginner,1 Week,,,"Oracle Autonomous Database,  Exadata infrastructure,  Oracle Machine Learning,  APEX,  and SQL Developer Web,  Autonomous JSON,  Oracle Text,  Spatial,  and Graph",,Oracle,https://www.udacity.com/course/oracle-autonomous-database-administration--cd12502
Oracle Cloud Infrastructure Architect Associate,free,Develop key insights into key concepts and features of Oracle Cloud Infrastructure (OCI).,intermediate,1 Week,,,"VCN,  Network security,  load balancer and traffic management,  OCI Compute and storage,  autoscaling,  OS management",,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-associate--cd12503
Oracle Cloud Infrastructure Architect Professional,free,This course will help you gain strong knowledge through hands-on experience with architecting infrastructure using Oracle Cloud Infrastructure services.,advanced,1 Week,,,"OCI,  Cloud solution,  N-tier applications,  microservices,  and serverless architecture",,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-architect-professional--cd12504
Oracle Cloud Infrastructure Foundations,free,Develop foundational knowledge of Oracle Cloud Infrastructure Cloud Services.,beginner,1 Week,,,"OCI,  OCI service offerings,  OCI security model,  OCI compliance structure,  OCI pricing,  support model,  and operations.",,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-foundations--cd12505
Oracle Cloud Infrastructure Operations Professional,free,This course is going to walk you through some of the day-to-day operational activities that you might find yourself managing in the Oracle Cloud Infrastructure ecosystem.,beginner,1 Week,,,"OCI CLI,  Oracle Resource Manager,  Manage custom images,  Network Security Architecture",,Oracle,https://www.udacity.com/course/oracle-cloud-infrastructure-operations-professional--cd12506
Google Cloud Digital Leader Training,free,Gain foundational literacy in cloud & digital transformation. Increase your cloud confidence so you can speak with colleagues in technical cloud roles and contribute to informed cloud-related business decisions.,intermediate,2 Weeks,,,"Google Cloud Fundamentals,  Cloud Computing Fluency,  Digital Transformation Strategy,  Data Innovation,  IT Infrastructure Modernization,  Application Modernization,  Cloud Cost Governance,  Cloud Security Fluency,  Cloud Operational Efficiency",,Google Cloud,https://www.udacity.com/course/google-cloud-digital-leader-training--ud301
Cloud Native Fundamentals,free,"Throughout this course, students will learn how to structure, package, and release an application to a Kubernetes cluster, while using an automated CI/CD pipeline.",intermediate,1 Month,,,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",,SUSE,https://www.udacity.com/course/cloud-native-fundamentals--ud064
Cyber-Physical Systems Design & Analysis,free,This course provides an introduction to cyber-physical systems with an industrial perspective.,advanced,16 Weeks,,,"Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service",,Georgia Institute of Technology,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876
Differential Equations in Action,free,"Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!",intermediate,2 Months,,,"Math, Differential Equations",,,https://www.udacity.com/course/differential-equations-in-action--cs222
Self-Driving Fundamentals: Featuring Apollo ,free,"Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ",beginner,4 Weeks,,,"Apollo HD Map, Localization, Perception, Prediction, Planning, Control",,Baidu,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419
Product Manager Interview Preparation,free,"Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.",beginner,1 Week,,,"Product Management, Interview Preparation, Career Advancement, Product Strategy, Technical Interview",,,https://www.udacity.com/course/product-manager-interview-preparation--ud034
Craft Your Cover Letter,free,Write a compelling narrative that showcases your value to the company.,beginner,1 Day,,,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement",,,https://www.udacity.com/course/craft-your-cover-letter--ud244
Refresh Your Resume,free,Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.,beginner,2 Days,,,"Resume writing, Company targeting, Storytelling, Career Advancement",,Grow With Google,https://www.udacity.com/course/refresh-your-resume--ud243
Strengthen Your LinkedIn Network & Brand,free,Learn how to excel at networking both in-person and on LinkedIn.,beginner,1 Week,,,"Personal branding, LinkedIn, Networking, Career Advancement",,Grow With Google,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242
Data Science Interview Prep,free,"Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.",intermediate,1 Week,,,"Interview practice, Common Data Questions, Data Structures, Career Advancement",,,https://www.udacity.com/course/data-science-interview-prep--ud944
Android Interview Prep,free,Learn how to respond to common Android and mobile development interview questions.,intermediate,1 Week,,,"Interview practice, Common Android Questions, Whiteboarding",,Grow With Google,https://www.udacity.com/course/android-interview-prep--ud241
Machine Learning Interview Preparation,free,"In this course, you’ll learn exactly what to expect during a machine learning interview.",intermediate,1 Week,,,"Interview practice, Machine Learning, Career Advancement",,,https://www.udacity.com/course/machine-learning-interview-prep--ud1001
Front-End Interview Prep,free,Answer front-end technical and behavioral interview questions with confidence and poise.,intermediate,1 Week,,,"Interview questions, Common FE Questions, Whiteboarding, Career Advancement",,,https://www.udacity.com/course/front-end-interview-prep--ud250
Full-Stack Interview Prep,free,Answer common full stack and web security interview questions with confidence and poise.,intermediate,1 Week,,,"Interview practice, Common FS Questions, Whiteboarding, Career Advancement",,,https://www.udacity.com/course/full-stack-interview-prep--ud252
Data Structures & Algorithms in Swift,free,Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.,intermediate,4 Weeks,,,"Interview practice, Swift, Data structures, Career Advancement",,,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011
iOS Interview Prep,free,Answer iOS and mobile development interview questions with confidence and poise.,intermediate,1 Week,,,"Interview practice, Common iOS Questions, Whiteboarding, Career Advancement",,,https://www.udacity.com/course/ios-interview-prep--ud240
VR Interview Prep,free,Learn how to tackle interview questions for technical roles in VR Development.,intermediate,1 Week,,,"Interview practice, Common VR Questions, Whiteboarding, Career Advancement",,Grow With Google,https://www.udacity.com/course/vr-interview-prep--ud251
